,kapital_start,kapital_ende,gebunden,exposure,n_offen
2025-09-08,201.06112735140925,200.7695592507766,167.51373132732033,0.8331482745272004,84
2025-09-09,200.7695592507766,200.8627373196554,145.4606615102708,0.7245155194497351,74
2025-09-10,200.8627373196554,200.26065457482932,158.31235855922472,0.788161909330572,81
2025-09-11,200.26065457482932,200.42051891879805,147.76973295840008,0.7378869966850353,72
2025-09-12,200.42051891879805,200.38630417479925,132.34144525844064,0.6603188434616309,64
2025-09-13,200.38630417479925,200.38630417479925,126.81602081718708,0.6328577261775536,59
2025-09-14,200.38630417479925,200.38630417479925,126.81602081718708,0.6328577261775536,59
2025-09-15,200.38630417479925,200.27748710184272,136.17152202477683,0.6795450546659759,64
2025-09-16,200.27748710184272,200.28592066886546,136.82264293303191,0.6831653667766288,69
2025-09-17,200.28592066886546,200.27398231387326,133.43682302001048,0.6662316680792695,60
2025-09-18,200.27398231387326,200.11692373277276,133.97890107207667,0.6689780645700765,61
2025-09-19,200.11692373277276,201.45968619643912,132.63245852512162,0.6627748220946725,56
2025-09-20,201.45968619643912,201.45968619643912,119.05563418798016,0.5909650532856062,47
2025-09-21,201.45968619643912,201.45968619643912,119.05563418798016,0.5909650532856062,47
2025-09-22,201.45968619643912,202.06109426631647,126.59160937741095,0.6283719178137412,53
2025-09-23,202.06109426631647,202.06109426631647,128.61181547572124,0.6364996484984432,54
2025-09-24,202.06109426631647,202.52048638153678,143.7121770022438,0.7112313111243038,63
2025-09-25,202.52048638153678,202.97559016619184,144.87426014004257,0.7153560744818078,64
2025-09-26,202.97559016619184,202.93455686112685,152.2223499663284,0.749953971517916,66
2025-09-27,202.93455686112685,202.93455686112685,145.32594959648668,0.7161222408066106,64
2025-09-28,202.93455686112685,202.93455686112685,145.32594959648668,0.7161222408066106,64
2025-09-29,202.93455686112685,204.57855044525263,158.71180867464204,0.7820836979640312,67
2025-09-30,204.57855044525263,204.6169562283282,160.56105769486052,0.7848381824263064,73
2025-10-01,204.6169562283282,204.9551798431659,177.865086944137,0.8692587858928988,82
2025-10-02,204.9551798431659,204.79134352710383,183.26315762187926,0.8941621176010988,85
2025-10-03,204.79134352710383,204.70786238969583,176.97456261557335,0.8641701332075641,83
2025-10-04,204.70786238969583,204.70786238969583,170.9270214297826,0.83498024665215,78
2025-10-05,204.70786238969583,204.70786238969583,170.9270214297826,0.83498024665215,78
2025-10-06,204.70786238969583,206.38205708042244,188.45007316947613,0.9205805334957273,89
2025-10-07,206.38205708042244,206.19566409829537,178.65587720412978,0.8656560542688632,85
2025-10-08,206.19566409829537,205.76887810364298,179.03247802213835,0.8682649987091481,85
2025-10-09,205.76887810364298,205.74384303417128,178.88096849687366,0.8693295611339911,85
2025-10-10,205.74384303417128,204.69083849613875,181.81106997965261,0.8836768444606931,87
2025-10-11,204.69083849613875,204.69083849613875,162.2858567683564,0.7928340025409478,82
2025-10-12,204.69083849613875,204.69083849613875,162.2858567683564,0.7928340025409478,82
2025-10-13,204.69083849613875,204.55871463980532,164.7698303213002,0.8049692479246372,84
2025-10-14,204.55871463980532,204.7100199031692,185.10162153973766,0.9048825999208666,95
2025-10-15,204.7100199031692,204.5816806791375,159.1050317676197,0.7772215148182715,75
2025-10-16,204.5816806791375,204.40331470534036,156.80549046434348,0.7664688741621719,73
2025-10-17,204.40331470534036,203.66453105038454,151.66586087025354,0.7419931574440902,72
2025-10-18,203.66453105038454,203.66453105038454,131.71920329568024,0.6467459140594994,63
2025-10-19,203.66453105038454,203.66453105038454,131.71920329568024,0.6467459140594994,63
2025-10-20,203.66453105038454,204.12641135117687,150.0400677273027,0.7367020018335166,67
2025-10-21,204.12641135117687,204.08902428913777,135.2493936966317,0.6625766494466515,58
2025-10-22,204.08902428913777,203.89896893845764,141.78409495851844,0.6947169033335646,64
2025-10-23,203.89896893845764,206.49692705733736,147.01024668532028,0.7209955374011334,68
2025-10-24,206.49692705733736,206.53240664057915,143.18170100745587,0.6933841730618057,64
2025-10-25,206.53240664057915,206.53240664057915,136.151801770822,0.6592273047384861,58
2025-10-26,206.53240664057915,206.53240664057915,136.151801770822,0.6592273047384861,58
2025-10-27,206.53240664057915,206.5270074190858,143.1463014430535,0.6930936591087412,60
2025-10-28,206.5270074190858,207.09214291407727,152.18071830202308,0.7368562601268757,67
2025-10-29,207.09214291407727,207.33979399804736,152.53879413708438,0.7365745121502406,65
2025-10-30,207.33979399804736,207.46023458554458,159.1330402945175,0.7674987865378904,70
2025-10-31,207.46023458554458,207.539742986006,154.42182732698367,0.7443442240171046,67
2025-11-01,207.539742986006,207.539742986006,150.90797415210076,0.727128076680119,64
2025-11-02,207.539742986006,207.539742986006,150.90797415210076,0.727128076680119,64
2025-11-03,207.539742986006,207.7796517900988,163.43243619098945,0.7874753714136062,76
